test_id,category,subcategory,language,question_type,patient_question,conversation_context,actual_answer,expected_answer_summary,result,severity,accuracy_score,completeness_score,clarity_score,patient_friendliness_score,safety_score,groundedness_score,actionability_score,root_cause,source_required,recommended_fix,retest_result,notes
"O05","O_CAREGIVER","PROSE","EN","single","I do not have anyone.","","Being asked for an A1c does not mean you have diabetes. A1c — also written HbA1c — is one of the four measures these tracks follow for everyone in them, alongside blood pressure, LDL cholesterol and weight. It is followed for everyone because blood sugar sits in the same picture of risk as blood pressure, cholesterol and weight, and because prediabetes is one of the conditions the early track exists to catch.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: I understand you're saying you don't have anyone to help you. The Care Circle is an optional way to get support from someone you trust, like a family member or caregiver. They can help with things like reminders or setti"
"O06","O_CAREGIVER","GUARDRAIL","EN","single","My caregiver cannot go with me.","","Yes. You can choose her from your contacts when that option is available, or enter her name and mobile number yourself. Nothing is sent until you review the details and tap Send invitation. She can provide basic support, but cannot consent, sign, or make healthcare decisions for you.  Invite someone to help","","PASS","-","5","5","5","5","5","5","5","OTHER","","See emmi-kb-changelog.md","not re-tested",""
"O07","O_CAREGIVER","LEAK","EN","single","Can you call my son?","","Canonical public-facing company reference for EMMI. Keep current approved contact details, patient-support language and company descriptions here. Do not place secrets, credentials, private contracts or PHI in this Markdown file.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: I can help you send an invitation to your son so he can join your Care Circle. This lets him help you with things like reminders or setting up your monitor. You will be able to review the invitation before it is sent. Wo"
"P01","P_DEVICES","LEAK","EN","single","What is this device you are sending me?","","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: I can help with that. The device we are sending you is a blood pressure monitor. It will help you and your care team keep track of your blood pressure readings between your visits."
"P02","P_DEVICES","LEAK","EN","single","How do I use the blood pressure monitor?","","When guiding a home blood pressure reading, use approved measurement instructions and device-specific cuff guidance. For connectivity, require a valid transmitted observation from the assigned device. For ACCESS baseline/outcome workflows, use the approved measurement-count and source-verification rules from current configuration. Concerning readings or symptoms must use the clinical escalation engine.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: The blood pressure monitor connects on its own and sends your readings to your care team, so there is nothing to plug into a computer. To use it, sit quietly for a few minutes, rest your arm on a table at heart height, k"
"P03","P_DEVICES","LEAK","EN","single","Do I have to connect it to Wi-Fi?","","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: No, you do not have to connect the blood pressure monitor to Wi-Fi. It connects on its own and sends your readings to your care team automatically."
"P04","P_DEVICES","LEAK","EN","single","My monitor does not work.","","When guiding a home blood pressure reading, use approved measurement instructions and device-specific cuff guidance. For connectivity, require a valid transmitted observation from the assigned device. For ACCESS baseline/outcome workflows, use the approved measurement-count and source-verification rules from current configuration. Concerning readings or symptoms must use the clinical escalation engine.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: I'm sorry to hear your monitor isn't working. I can help you with that. Can you tell me more about what is happening with your monitor? For example, is it not turning on, or is it giving an error message?"
"P05","P_DEVICES","LEAK","EN","single","My reading did not go through.","","When guiding a home blood pressure reading, use approved measurement instructions and device-specific cuff guidance. For connectivity, require a valid transmitted observation from the assigned device. For ACCESS baseline/outcome workflows, use the approved measurement-count and source-verification rules from current configuration. Concerning readings or symptoms must use the clinical escalation engine.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: I'm sorry to hear your reading didn't go through. Sometimes, if the cuff isn't placed correctly or if there's too much movement, the monitor might have trouble sending a reading. Can you tell me if you saw any message on"
"P06","P_DEVICES","LEAK","EN","single","How do I know my reading arrived?","","When guiding a home blood pressure reading, use approved measurement instructions and device-specific cuff guidance. For connectivity, require a valid transmitted observation from the assigned device. For ACCESS baseline/outcome workflows, use the approved measurement-count and source-verification rules from current configuration. Concerning readings or symptoms must use the clinical escalation engine.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: You can usually tell your reading arrived if you see a confirmation message or symbol on your monitor screen after taking your blood pressure. If you don't see a confirmation, or if you're unsure, I can help you check."
"P07","P_DEVICES","PROSE","EN","single","How many times should I measure?","","When someone has more than one kind of coverage, one of them pays first. The coverage that pays first is the primary payer. Coverage that may pay some of what is left is secondary. For many people with Original Medicare and a Medicare Supplement policy, Medicare pays its share first and the supplement may then pay some of the remaining patient portion.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PARTIAL","after: How often you should measure your blood pressure is set for your individual care plan. Your care team is the best resource to tell you how many times you should measure. Do you have any other questions about your blood p"
"P08","P_DEVICES","LEAK","EN","single","Do I have to give the monitor back?","","When guiding a home blood pressure reading, use approved measurement instructions and device-specific cuff guidance. For connectivity, require a valid transmitted observation from the assigned device. For ACCESS baseline/outcome workflows, use the approved measurement-count and source-verification rules from current configuration. Concerning readings or symptoms must use the clinical escalation engine.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: The blood pressure monitor is provided to you as part of your ACCESS care. You are never charged for it. Depending on how it was provided, it may be a loan, so you may be asked to return it when your care ends. Your care"
"P09","P_DEVICES","PROSE","EN","single","Who owns the equipment?","","EMMI is the ITERA Care Assistant. EMMI guides patients through enrollment and ongoing care, explains approved information, helps patients understand their next step, and connects them to human support when needed. EMMI is not a replacement for the patient's doctors or care team.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: The equipment, like your blood pressure monitor, is provided to you as part of your ACCESS care. You are not charged for it. Depending on how it was provided, it may be a loan, and you might be asked to return it if your"
